"","Postcode","Region","msoa11cd","latitude","longitude","site"
"1","AL1 3FY","East of England","E02004935",51.747,-0.326,"pharmacy"
"2","AL6 9EF","East of England","E02004981",51.830001,-0.215995,"pharmacy"
"3","AL9 7QR","East of England","E02004994",51.722259,-0.201881,"pharmacy"
"4","B1 2PZ","Midlands","E02006898",52.483603,-1.92069,"pharmacy"
"5","B10 0HH","Midlands","E02006900",52.464,-1.842,"pharmacy"
"6","B10 0UF","Midlands","E02006900",52.47134,-1.861974,"pharmacy"
"7","B10 0UU","Midlands","E02001896",52.467055,-1.849726,"pharmacy"
"8","B10 0XA","Midlands","E02006900",52.474,-1.866,"pharmacy"
"9","B11 1LU","Midlands","E02001903",52.462586,-1.871318,"pharmacy"
"10","B11 1RD","Midlands","E02001897",52.46413,-1.877216,"pharmacy"
"11","B11 3NQ","Midlands","E02006901",52.452648,-1.858707,"pharmacy"
"12","B11 4AN","Midlands","E02001908",52.451601,-1.864567,"pharmacy"
"13","B11 4LE","Midlands","E02001908",52.454337,-1.86706,"pharmacy"
"14","B12 0XE","Midlands","E02001897",52.467359,-1.888291,"pharmacy"
"15","B12 0YU","Midlands","E02001897",52.465863,-1.884865,"pharmacy"
"16","B12 8JU","Midlands","E02001903",52.455256,-1.876932,"pharmacy"
"17","B12 8SX","Midlands","E02001909",52.456504,-1.884375,"pharmacy"
"18","B16 0NL","Midlands","E02001879",52.483176,-1.945444,"pharmacy"
"19","B18 4HB","Midlands","E02001879",52.486879,-1.943598,"pharmacy"
"20","B18 4HJ","Midlands","E02001879",52.486682,-1.944217,"pharmacy"
"21","B18 6PU","Midlands","E02001875",52.489391,-1.91956,"pharmacy"
"22","B19 1HJ","Midlands","E02001866",52.505351,-1.910677,"pharmacy"
"23","B19 1HL","Midlands","E02001866",52.50634,-1.910086,"pharmacy"
"24","B19 1HL","Midlands","E02001866",52.50634,-1.910086,"pharmacy"
"25","B20 2QR","Midlands","E02001866",52.504495,-1.91912,"pharmacy"
"26","B21 9PB","Midlands","E02001860",52.511696,-1.936096,"pharmacy"
"27","B21 9RY","Midlands","E02001865",52.503056,-1.934915,"pharmacy"
"28","B21 9SN","Midlands","E02001865",52.500983,-1.92471,"pharmacy"
"29","B24 8EH","Midlands","E02001857",52.509625,-1.837632,"pharmacy"
"30","B27 7RR","Midlands","E02001924",52.444,-1.835,"pharmacy"
"31","B42 1BT","Midlands","E02001850",52.530444,-1.911348,"pharmacy"
"32","B42 1EZ","Midlands","E02001850",52.534702,-1.919817,"pharmacy"
"33","B42 1QF","Midlands","E02001850",52.528747,-1.916467,"pharmacy"
"34","B42 1TQ","Midlands","E02002053",52.5452,-1.933158,"pharmacy"
"35","B43 6NR","Midlands","E02002048",52.546891,-1.934836,"pharmacy"
"36","B43 7JW","Midlands","E02002148",52.557723,-1.906161,"pharmacy"
"37","B44 9ET","Midlands","E02001834",52.551684,-1.896971,"pharmacy"
"38","B49 5BX","Midlands","E02006509",52.215571,-1.871124,"pharmacy"
"39","B5 5JU","Midlands","E02001876",52.482211,-1.888887,"pharmacy"
"40","B6 5HP","Midlands","E02001863",52.501788,-1.886274,"pharmacy"
"41","B62 8PY","Midlands","E02002029",52.454463,-2.023354,"pharmacy"
"42","B62 9LR","Midlands","E02002025",52.472063,-2.03386,"pharmacy"
"43","B64 6HN","Midlands","E02002077",52.475716,-2.068004,"pharmacy"
"44","B65 0JE","Midlands","E02002075",52.475136,-2.038485,"pharmacy"
"45","B66 1DS","Midlands","E02002065",52.497417,-1.974311,"pharmacy"
"46","B66 1QZ","Midlands","E02002065",52.501887,-1.991132,"pharmacy"
"47","B66 3AP","Midlands","E02002070",52.495726,-1.971573,"pharmacy"
"48","B66 3BQ","Midlands","E02002068",52.494934,-1.968127,"pharmacy"
"49","B66 3EN","Midlands","E02002068",52.487,-1.96,"pharmacy"
"50","B66 3PZ","Midlands","E02002068",52.489673,-1.960133,"pharmacy"
"51","B66 4ES","Midlands","E02002076",52.482142,-1.969461,"pharmacy"
"52","B67 6NX","Midlands","E02002073",52.486748,-1.991282,"pharmacy"
"53","B68 8JB","Midlands","E02002066",52.494093,-1.999691,"pharmacy"
"54","B69 2JQ","Midlands","E02002064",52.506,-2.037451,"pharmacy"
"55","B69 3DB","Midlands","E02002066",52.504224,-2.017797,"pharmacy"
"56","B69 3DU","Midlands","E02002063",52.510577,-2.029366,"pharmacy"
"57","B69 4SN","Midlands","E02002072",52.491153,-2.01277,"pharmacy"
"58","B7 4NY","Midlands","E02001869",52.492284,-1.875606,"pharmacy"
"59","B7 5PR","Midlands","E02001869",52.49856,-1.867295,"pharmacy"
"60","B70 6PY","Midlands","E02002062",52.512296,-1.980757,"pharmacy"
"61","B70 7AR","Midlands","E02002062",52.515859,-1.998232,"pharmacy"
"62","B70 7RW","Midlands","E02002062",52.51558,-1.995948,"pharmacy"
"63","B70 9LW","Midlands","E02002059",52.523832,-2.003833,"pharmacy"
"64","B70 9QG","Midlands","E02002061",52.522331,-2.000104,"pharmacy"
"65","B70 9QL","Midlands","E02002061",52.522825,-2.000723,"pharmacy"
"66","B73 6RB","Midlands","E02001836",52.550602,-1.859131,"pharmacy"
"67","B76 1XL","Midlands","E02001847",52.53268,-1.779715,"pharmacy"
"68","B77 4DP","Midlands","E02006219",52.624857,-1.65367,"pharmacy"
"69","B79 7LG","Midlands","E02006218",52.633,-1.693,"pharmacy"
"70","B8 1NJ","Midlands","E02001878",52.488967,-1.852082,"pharmacy"
"71","B8 2NB","Midlands","E02001870",52.493453,-1.81987,"pharmacy"
"72","B9 5DB","Midlands","E02006900",52.47332,-1.862734,"pharmacy"
"73","B9 5PU","Midlands","E02001889",52.475708,-1.839082,"pharmacy"
"74","B90 3LU","Midlands","E02002098",52.419295,-1.832082,"pharmacy"
"75","B90 4EN","Midlands","E02002107",52.383,-1.79,"pharmacy"
"76","B91 3BQ","Midlands","E02002099",52.413022,-1.773901,"pharmacy"
"77","B98 0RF","Midlands","E02006725",52.310034,-1.889127,"pharmacy"
"78","B98 7RU","Midlands","E02006731",52.288419,-1.936842,"pharmacy"
"79","BA1 1EL","South West","E02002991",51.381591,-2.361043,"pharmacy"
"80","BA1 3PT","South West","E02002992",51.387626,-2.394,"pharmacy"
"81","BA10 0EB","South West","E02006075",51.111803,-2.452732,"pharmacy"
"82","BA11 2FH","South West","E02006049",51.237318,-2.311545,"pharmacy"
"83","BA13 3FQ","South West","E02006691",51.253113,-2.202575,"pharmacy"
"84","BA14 7AQ","South West","E02006687",51.316684,-2.202769,"pharmacy"
"85","BA14 8AT","South West","E02006684",51.320341,-2.209042,"pharmacy"
"86","BA16 0EN","South West","E02006060",51.12651,-2.740744,"pharmacy"
"87","BA2 3PN","South West","E02002998",51.377023,-2.378291,"pharmacy"
"88","BA2 4BY","South West","E02002991",51.38534,-2.352551,"pharmacy"
"89","BA2 5EE","South West","E02003002",51.359812,-2.346624,"pharmacy"
"90","BA2 8DH","South West","E02003006",51.315031,-2.428617,"pharmacy"
"91","BA20 1PZ","South West","E02006089",50.940949,-2.632795,"pharmacy"
"92","BA6 9LP","South West","E02006058",51.148461,-2.721853,"pharmacy"
"93","BB1 2AF","North West","E02002622",53.748435,-2.45426,"pharmacy"
"94","BB1 6AS","North West","E02002620",53.749398,-2.481657,"pharmacy"
"95","BB10 1AF","North West","E02005178",53.797629,-2.243355,"pharmacy"
"96","BB18 5DR","North West","E02005241",53.915824,-2.186129,"pharmacy"
"97","BB2 3RR","North West","E02002623",53.736542,-2.48671,"pharmacy"
"98","BB3 2LZ","North West","E02002631",53.67898,-2.457722,"pharmacy"
"99","BB4 5JA","North West","E02005279",53.710723,-2.327288,"pharmacy"
"100","BB5 2ER","North West","E02005219",53.751668,-2.365487,"pharmacy"
"101","BB7 4TE","North West","E02005270",53.896753,-2.388514,"pharmacy"
"102","BB8 0HR","North West","E02005246",53.856998,-2.16814,"pharmacy"
"103","BB9 8EH","North West","E02005248",53.841939,-2.205254,"pharmacy"
"104","BB9 9EU","North West","E02005249",53.836567,-2.203768,"pharmacy"
"105","BD1 1RX","North East and Yorkshire","E02002221",53.793399,-1.753347,"pharmacy"
"106","BD10 8DP","North East and Yorkshire","E02002208",53.827512,-1.725268,"pharmacy"
"107","BD10 8EW","North East and Yorkshire","E02002208",53.825907,-1.731386,"pharmacy"
"108","BD13 2GD","North East and Yorkshire","E02002240",53.768634,-1.849434,"pharmacy"
"109","BD15 7WA","North East and Yorkshire","E02002218",53.798785,-1.826295,"pharmacy"
"110","BD18 1QB","North East and Yorkshire","E02002202",53.835512,-1.76474,"pharmacy"
"111","BD2 3LS","North East and Yorkshire","E02002214",53.806348,-1.722886,"pharmacy"
"112","BD21 3ER","North East and Yorkshire","E02002190",53.869003,-1.901997,"pharmacy"
"113","BD22 9JJ","North East and Yorkshire","E02002205",53.811034,-1.950926,"pharmacy"
"114","BD23 2AG","North East and Yorkshire","E02005747",53.957545,-2.021482,"pharmacy"
"115","BD4 7SR","North East and Yorkshire","E02002235",53.772189,-1.732609,"pharmacy"
"116","BD4 9EJ","North East and Yorkshire","E02002234",53.777786,-1.71227,"pharmacy"
"117","BD5 0NX","North East and Yorkshire","E02002230",53.782493,-1.764884,"pharmacy"
"118","BD6 1TD","North East and Yorkshire","E02002236",53.767225,-1.779715,"pharmacy"
"119","BD6 2DW","North East and Yorkshire","E02002241",53.759313,-1.79409,"pharmacy"
"120","BD7 2NB","North East and Yorkshire","E02002223",53.795,-1.791,"pharmacy"
"121","BD9 5PZ","North East and Yorkshire","E02002211",53.812583,-1.792586,"pharmacy"
"122","BH11 9TW","South West","E02003195",50.767616,-1.929955,"pharmacy"
"123","BH12 5BU","South West","E02003200",50.746425,-1.911434,"pharmacy"
"124","BH14 0AD","South West","E02003201",50.729241,-1.94292,"pharmacy"
"125","BH2 5NL","South West","E02003188",50.72023,-1.881111,"pharmacy"
"126","BH21 2SE","South West","E02004249",50.809552,-1.959158,"pharmacy"
"127","BH23 2FQ","South West","E02004237",50.744473,-1.79047,"pharmacy"
"128","BH23 5EY","South West","E02004238",50.741647,-1.699383,"pharmacy"
"129","BH24 2HP","South West","E02004246",50.840876,-1.837943,"pharmacy"
"130","BH25 5BS","South East","E02004799",50.7575,-1.63832,"pharmacy"
"131","BH7 6RY","South West","E02003185",50.738789,-1.811781,"pharmacy"
"132","BH8 9UD","South West","E02003179",50.750929,-1.842109,"pharmacy"
"133","BH9 3RE","South West","E02003175",50.760485,-1.86099,"pharmacy"
"134","BL1 3RG","North West","E02000999",53.588321,-2.431738,"pharmacy"
"135","BL1 8SW","North West","E02000988",53.596469,-2.42821,"pharmacy"
"136","BL1 8UP","North West","E02000993",53.597431,-2.41518,"pharmacy"
"137","BL2 6NT","North West","E02000996",53.58238,-2.384264,"pharmacy"
"138","BL3 2EH","North West","E02001005",53.560656,-2.428829,"pharmacy"
"139","BL3 4EB","North West","E02001009",53.561922,-2.45389,"pharmacy"
"140","BL3 4PZ","North West","E02001003",53.57039,-2.476509,"pharmacy"
"141","BL6 6JW","North West","E02000997",53.580168,-2.536279,"pharmacy"
"142","BL9 0RN","North West","E02001026",53.589874,-2.289505,"pharmacy"
"143","BL9 6LL","North West","E02001026",53.602383,-2.290648,"pharmacy"
"144","BN1 6AG","South East","E02003504",50.838376,-0.148294,"pharmacy"
"145","BN1 8AS","South East","E02003491",50.867953,-0.123885,"pharmacy"
"146","BN1 9ED","South East","E02003492",50.863911,-0.113048,"pharmacy"
"147","BN10 7LX","South East","E02004384",50.794646,-0.01407,"pharmacy"
"148","BN10 8LD","South East","E02004385",50.791271,-0.002393,"pharmacy"
"149","BN2 4GB","South East","E02003498",50.844754,-0.116918,"pharmacy"
"150","BN2 5FB","South East","E02003522",50.818787,-0.106179,"pharmacy"
"151","BN2 5UT","South East","E02003522",50.811965,-0.105319,"pharmacy"
"152","BN25 1ND","South East","E02004391",50.772344,0.102633,"pharmacy"
"153","BN26 5AB","South East","E02004421",50.82085,0.243559,"pharmacy"
"154","BN3 2AF","South East","E02003516",50.828036,-0.171792,"pharmacy"
"155","BR1 5HS","London","E02006783",51.427628,0.013102,"pharmacy"
"156","BR3 3PS","London","E02006787",51.4027,-0.036754,"pharmacy"
"157","BR3 5NT","London","E02000138",51.406665,-0.015792,"pharmacy"
"158","BR5 2RG","London","E02000140",51.403973,0.104881,"pharmacy"
"159","BR5 4PE","London","E02000158",51.373739,0.117961,"pharmacy"
"160","BR7 5NP","London","E02000133",51.407661,0.055715,"pharmacy"
"161","BS1 3EU","South West","E02003043",51.457729,-2.588275,"pharmacy"
"162","BS1 6TB","South West","E02003043",51.446635,-2.591486,"pharmacy"
"163","BS10 6AT","South West","E02003013",51.503722,-2.602238,"pharmacy"
"164","BS11 9EG","South West","E02003019",51.49916,-2.695544,"pharmacy"
"165","BS13 7TJ","South West","E02003059",51.415705,-2.600347,"pharmacy"
"166","BS15 8LP","South West","E02003115",51.463056,-2.508612,"pharmacy"
"167","BS2 8DB","South West","E02003043",51.460959,-2.602308,"pharmacy"
"168","BS23 1JA","South West","E02003084",51.348084,-2.978405,"pharmacy"
"169","BS23 3PZ","South West","E02003085",51.341017,-2.972669,"pharmacy"
"170","BS24 7LZ","South West","E02003087",51.335319,-2.907154,"pharmacy"
"171","BS28 4AB","South West","E02006063",51.227728,-2.809507,"pharmacy"
"172","BS3 3BW","South West","E02003050",51.440278,-2.602223,"pharmacy"
"173","BS30 9DU","South West","E02003121",51.43901,-2.492519,"pharmacy"
"174","BS31 1PW","South West","E02002987",51.408403,-2.488078,"pharmacy"
"175","BS34 5UP","South West","E02003094",51.525608,-2.595357,"pharmacy"
"176","BS4 4WW","South West","E02003046",51.454701,-2.545046,"pharmacy"
"177","BS5 9LA","South West","E02003040",51.458804,-2.557847,"pharmacy"
"178","BS6 7XR","South West","E02003028",51.481044,-2.604315,"pharmacy"
"179","CA1 1BJ","North East and Yorkshire","E02003992",54.894372,-2.93175,"pharmacy"
"180","CA1 3SN","North East and Yorkshire","E02003997",54.881205,-2.892479,"pharmacy"
"181","CA11 0DN","North East and Yorkshire","E02004010",54.652988,-2.764451,"pharmacy"
"182","CA11 8RQ","North East and Yorkshire","E02004011",54.658598,-2.732174,"pharmacy"
"183","CA13 9LE","North East and Yorkshire","E02003970",54.66366,-3.363405,"pharmacy"
"184","CA14 1NQ","North East and Yorkshire","E02003972",54.657005,-3.552724,"pharmacy"
"185","CA14 3RW","North East and Yorkshire","E02003974",54.629421,-3.55189,"pharmacy"
"186","CA17 4QA","North East and Yorkshire","E02004014",54.470904,-2.34788,"pharmacy"
"187","CA2 4EQ","North East and Yorkshire","E02003996",54.881785,-2.928918,"pharmacy"
"188","CA20 1PR","North East and Yorkshire","E02004006",54.396319,-3.480414,"pharmacy"
"189","CA28 7XY","North East and Yorkshire","E02004001",54.552776,-3.589877,"pharmacy"
"190","CA28 8ER","North East and Yorkshire","E02004004",54.525891,-3.571386,"pharmacy"
"191","CA28 9PG","North East and Yorkshire","E02004004",54.533824,-3.597764,"pharmacy"
"192","CA3 8JU","North East and Yorkshire","E02003992",54.893148,-2.934544,"pharmacy"
"193","CB1 3HP","East of England","E02003727",52.197828,0.156924,"pharmacy"
"194","CB2 9FN","East of England","E02003730",52.173,0.123,"pharmacy"
"195","CB21 5DH","East of England","E02003785",52.183633,0.221826,"pharmacy"
"196","CB24 5NZ","East of England","E02003775",52.314791,0.011973,"pharmacy"
"197","CB25 9HW","East of England","E02003778",52.266577,0.189967,"pharmacy"
"198","CB5 8WR","East of England","E02003724",52.209543,0.146733,"pharmacy"
"199","CB8 7PN","East of England","E02006242",52.270754,0.491843,"pharmacy"
"200","CB9 0BQ","East of England","E02006286",52.08503,0.438858,"pharmacy"
"201","CB9 8AD","East of England","E02006286",52.082366,0.439355,"pharmacy"
"202","CH1 1NA","North West","E02003803",53.191365,-2.886609,"pharmacy"
"203","CH3 5LL","North West","E02003801",53.195511,-2.852955,"pharmacy"
"204","CH3 9PX","North West","E02003809",53.120622,-2.768586,"pharmacy"
"205","CH43 7AA","North West","E02001477",53.40803,-3.070213,"pharmacy"
"206","CH46 2QQ","North West","E02001475",53.416621,-3.094443,"pharmacy"
"207","CH65 3EY","North West","E02003845",53.289807,-2.904489,"pharmacy"
"208","CM1 2DW","East of England","E02004490",51.748909,0.452957,"pharmacy"
"209","CM1 3DU","East of England","E02004495",51.731,0.427,"pharmacy"
"210","CM2 6QT","East of England","E02004494",51.733697,0.477609,"pharmacy"
"211","CM2 6RF","East of England","E02004492",51.736591,0.506548,"pharmacy"
"212","CM2 7LJ","East of England","E02004498",51.723652,0.489932,"pharmacy"
"213","CM2 8PU","East of England","E02004501",51.700392,0.470521,"pharmacy"
"214","CM2 9XW","East of England","E02004496",51.72057,0.462137,"pharmacy"
"215","CM20 1QR","East of England","E02004547",51.771998,0.090334,"pharmacy"
"216","CM20 3AH","East of England","E02004545",51.775569,0.114277,"pharmacy"
"217","CM20 3NG","East of England","E02004546",51.768747,0.112258,"pharmacy"
"218","CM23 3AL","East of England","E02004884",51.866903,0.161003,"pharmacy"
"219","CM3 6AH","East of England","E02004561",51.686914,0.754548,"pharmacy"
"220","CM7 1LB","East of England","E02004454",51.877051,0.548528,"pharmacy"
"221","CM8 2AF","East of England","E02004462",51.800546,0.641268,"pharmacy"
"222","CM9 4LE","East of England","E02004558",51.735494,0.679329,"pharmacy"
"223","CM9 8QD","East of England","E02004555",51.75863,0.834621,"pharmacy"
"224","CO1 1LX","East of England","E02004512",51.888288,0.900594,"pharmacy"
"225","CO10 1RF","East of England","E02006233",52.040311,0.730893,"pharmacy"
"226","CO10 8NY","East of England","E02006282",52.078483,0.580234,"pharmacy"
"227","CO10 9JL","East of England","E02006229",52.07868,0.717839,"pharmacy"
"228","CO15 1QN","East of England","E02004588",51.789171,1.152391,"pharmacy"
"229","CO15 5UH","East of England","E02004584",51.803418,1.183054,"pharmacy"
"230","CO2 7GH","East of England","E02004518",51.881819,0.892518,"pharmacy"
"231","CO2 8JB","East of England","E02004516",51.882031,0.926122,"pharmacy"
"232","CO2 8RB","East of England","E02004523",51.862429,0.907383,"pharmacy"
"233","CO2 9EB","East of England","E02004520",51.871268,0.872692,"pharmacy"
"234","CO5 8QT","East of England","E02004526",51.777946,0.914894,"pharmacy"
"235","CO6 1EB","East of England","E02004515",51.87926,0.783684,"pharmacy"
"236","CO6 1NJ","East of England","E02004459",51.871002,0.685595,"pharmacy"
"237","CO6 3JF","East of England","E02004508",51.914776,0.848254,"pharmacy"
"238","CO7 6DE","East of England","E02004506",51.95898,0.992574,"pharmacy"
"239","CR0 0JD","London","E02000229",51.341032,-0.014091,"pharmacy"
"240","CR0 8TE","London","E02000211",51.374679,-0.050266,"pharmacy"
"241","CR0 9DX","London","E02000223",51.355768,-0.020836,"pharmacy"
"242","CR2 6ES","London","E02000224",51.350551,-0.098941,"pharmacy"
"243","CR3 6QA","South East","E02006431",51.282195,-0.076828,"pharmacy"
"244","CR5 3BB","London","E02000236",51.319429,-0.145046,"pharmacy"
"245","CR7 7HQ","London","E02000208",51.388159,-0.111166,"pharmacy"
"246","CT1 1UP","South East","E02005025",51.276523,1.08415,"pharmacy"
"247","CT14 7AA","South East","E02005044",51.222795,1.4026,"pharmacy"
"248","CT5 2AJ","South East","E02005016",51.363882,1.042763,"pharmacy"
"249","CT9 2QN","South East","E02005132",51.388152,1.394703,"pharmacy"
"250","CV1 1DS","Midlands","E02001988",52.40798,-1.514176,"pharmacy"
"251","CV1 5EA","Midlands","E02001985",52.407914,-1.494507,"pharmacy"
"252","CV10 8BW","Midlands","E02006480",52.521579,-1.490978,"pharmacy"
"253","CV11 4FL","Midlands","E02006479",52.526946,-1.46658,"pharmacy"
"254","CV11 4HL","Midlands","E02006479",52.52368,-1.468181,"pharmacy"
"255","CV11 5QH","Midlands","E02006479",52.521579,-1.468488,"pharmacy"
"256","CV12 8SX","Midlands","E02006487",52.48147,-1.473594,"pharmacy"
"257","CV2 1LQ","Midlands","E02001961",52.435762,-1.473036,"pharmacy"
"258","CV2 2RH","Midlands","E02001965",52.437565,-1.444418,"pharmacy"
"259","CV2 2SH","Midlands","E02001965",52.434,-1.43,"pharmacy"
"260","CV2 2TS","Midlands","E02001976",52.41341,-1.441104,"pharmacy"
"261","CV21 1JF","Midlands","E02006493",52.390236,-1.241479,"pharmacy"
"262","CV21 1RG","Midlands","E02006493",52.387812,-1.256067,"pharmacy"
"263","CV21 3BX","Midlands","E02006500",52.371729,-1.263461,"pharmacy"
"264","CV22 6HU","Midlands","E02006500",52.352198,-1.272947,"pharmacy"
"265","CV3 2JF","Midlands","E02001990",52.399844,-1.443098,"pharmacy"
"266","CV3 3DP","Midlands","E02001996",52.388981,-1.463131,"pharmacy"
"267","CV3 4AR","Midlands","E02001995",52.391394,-1.486848,"pharmacy"
"268","CV31 1YD","Midlands","E02006528",52.276189,-1.515821,"pharmacy"
"269","CV32 4BT","Midlands","E02006525",52.290555,-1.536044,"pharmacy"
"270","CV32 4RA","Midlands","E02006525",52.292888,-1.532618,"pharmacy"
"271","CV34 4SA","Midlands","E02006529",52.281864,-1.590107,"pharmacy"
"272","CV4 9DU","Midlands","E02001989",52.403648,-1.563345,"pharmacy"
"273","CV5 9HA","Midlands","E02001967",52.424571,-1.566462,"pharmacy"
"274","CV6 3AA","Midlands","E02001969",52.424116,-1.522938,"pharmacy"
"275","CV6 4HF","Midlands","E02006805",52.446306,-1.510356,"pharmacy"
"276","CV6 5EA","Midlands","E02001972",52.423531,-1.494681,"pharmacy"
"277","CV6 5EE","Midlands","E02001972",52.420205,-1.494807,"pharmacy"
"278","CV6 5GU","Midlands","E02001972",52.429783,-1.491388,"pharmacy"
"279","CW1 3HH","North West","E02003827",53.102191,-2.454035,"pharmacy"
"280","CW11 1EG","North West","E02003821",53.14481,-2.361836,"pharmacy"
"281","CW12 1LR","North West","E02003816",53.16791,-2.218802,"pharmacy"
"282","CW12 3DN","North West","E02003818",53.161869,-2.204533,"pharmacy"
"283","CW5 7ER","North West","E02003838",53.063468,-2.478712,"pharmacy"
"284","CW7 1AS","North West","E02003888",53.191239,-2.52957,"pharmacy"
"285","CW8 3AB","North West","E02003883",53.25056,-2.542967,"pharmacy"
"286","CW8 4AZ","North West","E02003881",53.253749,-2.537342,"pharmacy"
"287","CW8 4LF","North West","E02003876",53.271706,-2.54409,"pharmacy"
"288","DA1 3QA","London","E02000083",51.449659,0.181506,"pharmacy"
"289","DA10 1AD","South East","E02005029",51.438737,0.305382,"pharmacy"
"290","DA11 7QA","South East","E02005059",51.42827,0.367478,"pharmacy"
"291","DA12 1AS","South East","E02005056",51.440411,0.369393,"pharmacy"
"292","DA14 5BN","London","E02000145",51.412563,0.12282,"pharmacy"
"293","DA14 6EQ","London","E02000090",51.425834,0.104504,"pharmacy"
"294","DA16 1TJ","London","E02000080",51.462157,0.108407,"pharmacy"
"295","DA17 5QQ","London","E02000067",51.491513,0.150803,"pharmacy"
"296","DA5 1AD","London","E02000087",51.441552,0.147174,"pharmacy"
"297","DA8 1AN","London","E02000068",51.485532,0.172115,"pharmacy"
"298","DA8 3EX","London","E02000071",51.473325,0.162763,"pharmacy"
"299","DA9 9SJ","South East","E02005033",51.437943,0.270596,"pharmacy"
"300","DE1 2AH","Midlands","E02002808",52.920087,-1.473514,"pharmacy"
"301","DE11 0HU","Midlands","E02004125",52.785127,-1.573966,"pharmacy"
"302","DE11 8LH","Midlands","E02004126",52.774854,-1.549891,"pharmacy"
"303","DE14 2PR","Midlands","E02006138",52.81477,-1.637549,"pharmacy"
"304","DE21 4RY","Midlands","E02002799",52.94367,-1.462335,"pharmacy"
"305","DE21 7UY","Midlands","E02002809",52.916882,-1.419789,"pharmacy"
"306","DE22 1BP","Midlands","E02002800",52.935971,-1.489955,"pharmacy"
"307","DE23 6LS","Midlands","E02002811",52.905697,-1.488229,"pharmacy"
"308","DE24 3ND","Midlands","E02002824",52.877458,-1.493926,"pharmacy"
"309","DE4 3AR","Midlands","E02004073",53.138414,-1.554142,"pharmacy"
"310","DE55 1LU","Midlands","E02004032",53.074348,-1.372226,"pharmacy"
"311","DE55 7BL","Midlands","E02004029",53.097201,-1.388545,"pharmacy"
"312","DE65 5EL","Midlands","E02004118",52.865893,-1.68154,"pharmacy"
"313","DE7 4NU","Midlands","E02004084",52.958378,-1.322074,"pharmacy"
"314","DE7 6AT","Midlands","E02004043",52.999602,-1.411068,"pharmacy"
"315","DE7 6GR","Midlands","E02004082",52.966604,-1.358914,"pharmacy"
"316","DE7 8SX","Midlands","E02004078",52.993,-1.309,"pharmacy"
"317","DE72 3EA","Midlands","E02004090",52.898044,-1.31292,"pharmacy"
"318","DE74 2LB","Midlands","E02005397",52.842664,-1.337445,"pharmacy"
"319","DH1 1AR","North East and Yorkshire","E02004312",54.787321,-1.529359,"pharmacy"
"320","DH1 3NB","North East and Yorkshire","E02004314",54.776948,-1.57517,"pharmacy"
"321","DH3 3BD","North East and Yorkshire","E02004294",54.857337,-1.573691,"pharmacy"
"322","DH6 1DS","North East and Yorkshire","E02004311",54.776727,-1.505012,"pharmacy"
"323","DH7 6JX","North East and Yorkshire","E02004296",54.818598,-1.626369,"pharmacy"
"324","DH7 8NH","North East and Yorkshire","E02004317",54.748241,-1.628849,"pharmacy"
"325","DH7 9SA","North East and Yorkshire","E02004307",54.799646,-1.670253,"pharmacy"
"326","DH8 5QW","North East and Yorkshire","E02004303",54.8529,-1.8333,"pharmacy"
"327","DH9 7AN","North East and Yorkshire","E02004302",54.861115,-1.705426,"pharmacy"
"328","DL1 1NH","North East and Yorkshire","E02002566",54.525793,-1.554619,"pharmacy"
"329","DL1 3RB","North East and Yorkshire","E02002561",54.545355,-1.52309,"pharmacy"
"330","DL1 5JH","North East and Yorkshire","E02002566",54.521517,-1.550031,"pharmacy"
"331","DL10 4HP","North East and Yorkshire","E02005783",54.403907,-1.737116,"pharmacy"
"332","DL13 3AT","North East and Yorkshire","E02004348",54.729786,-1.887995,"pharmacy"
"333","DL14 6AB","North East and Yorkshire","E02004353",54.65661,-1.678154,"pharmacy"
"334","DL14 9AE","North East and Yorkshire","E02004354",54.639256,-1.691599,"pharmacy"
"335","DL15 9HU","North East and Yorkshire","E02004350",54.716922,-1.747282,"pharmacy"
"336","DL17 0HF","North East and Yorkshire","E02004338",54.662513,-1.558102,"pharmacy"
"337","DL17 9LH","North East and Yorkshire","E02004336",54.703251,-1.522775,"pharmacy"
"338","DL2 1BN","North East and Yorkshire","E02002573",54.515316,-1.468355,"pharmacy"
"339","DL2 2GL","North East and Yorkshire","E02002559",54.547,-1.587,"pharmacy"
"340","DL3 8SD","North East and Yorkshire","E02002569",54.526355,-1.581158,"pharmacy"
"341","DL3 9EJ","North East and Yorkshire","E02002564",54.534344,-1.578665,"pharmacy"
"342","DL4 2HP","North East and Yorkshire","E02004340",54.634883,-1.643638,"pharmacy"
"343","DL5 4DH","North East and Yorkshire","E02004344",54.620644,-1.570341,"pharmacy"
"344","DL7 8FW","North East and Yorkshire","E02005753",54.33563,-1.439147,"pharmacy"
"345","DL8 3QX","North East and Yorkshire","E02005786",54.304,-2.196,"pharmacy"
"346","DL9 3EN","North East and Yorkshire","E02005785",54.374774,-1.723093,"pharmacy"
"347","DN10 4QY","North East and Yorkshire","E02005837",53.408457,-0.89976,"pharmacy"
"348","DN11 0PL","North East and Yorkshire","E02001575",53.477507,-1.082783,"pharmacy"
"349","DN14 6AE","North East and Yorkshire","E02002723",53.704975,-0.877105,"pharmacy"
"350","DN15 7JW","North East and Yorkshire","E02002756",53.592682,-0.654309,"pharmacy"
"351","DN16 2AB","North East and Yorkshire","E02002760",53.570896,-0.655348,"pharmacy"
