"","Postcode","Region","msoa11cd","latitude","longitude","site"
"1411","WF6 2AQ","North East and Yorkshire","E02002453",53.699942,-1.418078,"pharmacy"
"1412","WF7 6JL","North East and Yorkshire","E02002464",53.681078,-1.358595,"pharmacy"
"1413","WF8 4PQ","North East and Yorkshire","E02002452",53.693376,-1.31511,"pharmacy"
"1414","WF9 4LB","North East and Yorkshire","E02002479",53.611175,-1.35175,"pharmacy"
"1415","WN1 1QP","North West","E02001292",53.548623,-2.631174,"pharmacy"
"1416","WN3 5TE","North West","E02001301",53.532319,-2.649022,"pharmacy"
"1417","WN5 8NB","North West","E02001304",53.539663,-2.70335,"pharmacy"
"1418","WN7 2XT","North West","E02001317",53.505044,-2.483268,"pharmacy"
"1419","WR1 2DA","Midlands","E02006744",52.193,-2.217,"pharmacy"
"1420","WR11 3LF","Midlands","E02006761",52.090712,-1.93858,"pharmacy"
"1421","WR2 5HL","Midlands","E02006742",52.19045,-2.235045,"pharmacy"
"1422","WR4 9PA","Midlands","E02006735",52.2101,-2.186957,"pharmacy"
"1423","WS1 1RS","Midlands","E02002139",52.58275,-1.98018,"pharmacy"
"1424","WS1 2EQ","Midlands","E02002139",52.583765,-1.975516,"pharmacy"
"1425","WS1 3HG","Midlands","E02002146",52.568204,-1.978888,"pharmacy"
"1426","WS1 3PS","Midlands","E02002139",52.57759,-1.983311,"pharmacy"
"1427","WS1 4HE","Midlands","E02002143",52.576575,-1.987119,"pharmacy"
"1428","WS10 0EB","Midlands","E02002046",52.552878,-1.996505,"pharmacy"
"1429","WS10 8RT","Midlands","E02002147",52.560274,-2.052559,"pharmacy"
"1430","WS10 8UZ","Midlands","E02002142",52.568227,-2.035837,"pharmacy"
"1431","WS10 9AD","Midlands","E02002047",52.552535,-2.017522,"pharmacy"
"1432","WS10 9PR","Midlands","E02002043",52.560905,-2.016847,"pharmacy"
"1433","WS11 9RE","Midlands","E02006130",52.673886,-1.971547,"pharmacy"
"1434","WS2 0AW","Midlands","E02002132",52.588816,-2.029463,"pharmacy"
"1435","WS2 8EQ","Midlands","E02002139",52.588775,-1.98341,"pharmacy"
"1436","WS2 8NG","Midlands","E02002135",52.58909,-1.993624,"pharmacy"
"1437","WS2 9QN","Midlands","E02002140",52.573493,-1.997183,"pharmacy"
"1438","WS3 3LH","Midlands","E02002117",52.617434,-2.00455,"pharmacy"
"1439","WS5 3EY","Midlands","E02002144",52.571934,-1.946293,"pharmacy"
"1440","WS6 6JX","Midlands","E02006178",52.656565,-2.017934,"pharmacy"
"1441","WV1 3EX","Midlands","E02002168",52.584725,-2.126797,"pharmacy"
"1442","WV1 4DE","Midlands","E02002164",52.592651,-2.128754,"pharmacy"
"1443","WV10 0NT","Midlands","E02002156",52.602259,-2.10343,"pharmacy"
"1444","WV13 2PZ","Midlands","E02002136",52.579892,-2.046089,"pharmacy"
"1445","WV13 3HP","Midlands","E02002170",52.576539,-2.065652,"pharmacy"
"1446","WV14 0AX","Midlands","E02002175",52.565313,-2.076449,"pharmacy"
"1447","WV14 8TH","Midlands","E02002181",52.552857,-2.073006,"pharmacy"
"1448","WV16 6LP","Midlands","E02006014",52.448363,-2.382039,"pharmacy"
"1449","WV2 3AJ","Midlands","E02006894",52.574106,-2.127873,"pharmacy"
"1450","WV3 7AH","Midlands","E02002168",52.573383,-2.146448,"pharmacy"
"1451","WV9 5BX","Midlands","E02006179",52.658305,-2.135289,"pharmacy"
"1452","YO1 7LJ","North East and Yorkshire","E02002784",53.963,-1.079,"pharmacy"
"1453","YO10 4PN","North East and Yorkshire","E02002794",53.934624,-1.07113,"pharmacy"
"1454","YO11 3YN","North East and Yorkshire","E02005807",54.2391,-0.416512,"pharmacy"
"1455","YO12 5BN","North East and Yorkshire","E02005803",54.276637,-0.420907,"pharmacy"
"1456","YO16 4LZ","North East and Yorkshire","E02002687",54.084857,-0.200879,"pharmacy"
"1457","YO16 7DJ","North East and Yorkshire","E02002684",54.098656,-0.190979,"pharmacy"
"1458","YO21 3JP","North East and Yorkshire","E02005795",54.490892,-0.63137,"pharmacy"
"1459","YO24 3WX","North East and Yorkshire","E02002789",53.949477,-1.129418,"pharmacy"
"1460","YO31 0HA","North East and Yorkshire","E02002785",53.964562,-1.04796,"pharmacy"
"1461","YO32 2ZB","North East and Yorkshire","E02002774",54.018896,-1.080594,"pharmacy"
"1462","YO32 9RU","North East and Yorkshire","E02002775",53.998773,-1.055164,"pharmacy"
"1463","YO43 3AX","North East and Yorkshire","E02002698",53.865898,-0.666451,"pharmacy"
"1464","YO7 1PZ","North East and Yorkshire","E02005757",54.230046,-1.354505,"pharmacy"
"1465","AL1 3JB","East of England","E02004935",51.751858,-0.337904,"GP"
"2100","AL10 0BS","East of England","E02004990",51.766263,-0.227045,"GP"
"3100","AL3 5NP","East of England","E02004932",51.759805,-0.341568,"GP"
"4100","AL4 9DB","East of England","E02004930",51.779369,-0.307335,"GP"
"5100","AL5 1TE","East of England","E02004926",51.814143,-0.353531,"GP"
"6100","AL7 2BQ","East of England","E02004984",51.801202,-0.172229,"GP"
"7100","B10 0AU","Midlands","E02001897",52.465667,-1.861403,"GP"
"8100","B11 4BW","Midlands","E02006901",52.444505,-1.858645,"GP"
"9100","B12 8AW","Midlands","E02006901",52.451395,-1.872808,"GP"
"10100","B13 0HN","Midlands","E02001937",52.428468,-1.870976,"GP"
"11100","B14 7RA","Midlands","E02001930",52.432025,-1.895146,"GP"
"12100","B15 1LZ","Midlands","E02006895",52.473,-1.908,"GP"
"13100","B17 0HG","Midlands","E02001901",52.45858,-1.946283,"GP"
"1466","B17 9QS","Midlands","E02001901",52.458208,-1.959588,"GP"
"1510","B19 1BP","Midlands","E02001865",52.501,-1.92,"GP"
"1610","B24 8NT","Midlands","E02001857",52.518126,-1.841653,"GP"
"1710","B24 9JN","Midlands","E02001849",52.52864,-1.832005,"GP"
"1810","B28 8BG","Midlands","E02001923",52.440931,-1.849742,"GP"
"1910","B30 2SH","Midlands","E02001933",52.433029,-1.913809,"GP"
"2010","B31 1QT","Midlands","E02001945",52.412758,-1.975786,"GP"
"2110","B31 3HB","Midlands","E02001952",52.401796,-1.96202,"GP"
"2210","B32 3SD","Midlands","E02001920",52.442661,-1.991423,"GP"
"2310","B33 8TA","Midlands","E02001892",52.478023,-1.817518,"GP"
"2410","B34 7BP","Midlands","E02001871",52.495369,-1.777884,"GP"
"2510","B37 5BU","Midlands","E02002087",52.480568,-1.753633,"GP"
"2610","B44 0UY","Midlands","E02001833",52.554,-1.881,"GP"
"2710","B44 9ER","Midlands","E02001834",52.552,-1.896,"GP"
"2810","B46 3LD","Midlands","E02006473",52.496959,-1.706805,"GP"
"2910","B6 6JY","Midlands","E02001863",52.506252,-1.891581,"GP"
"3010","B61 0AZ","Midlands","E02006706",52.338,-2.06,"GP"
"3110","B63 4WD","Midlands","E02002038",52.444022,-2.059143,"GP"
"3210","B69 1EJ","Midlands","E02002069",52.493126,-2.034878,"GP"
"3310","B69 1HE","Midlands","E02002064",52.497604,-2.030094,"GP"
"3410","B7 5DT","Midlands","E02001869",52.493831,-1.876559,"GP"
"3510","B70 7AW","Midlands","E02002062",52.516003,-1.997982,"GP"
"3610","B70 8PG","Midlands","E02002061",52.51789,-2.000605,"GP"
"3710","B73 6DA","Midlands","E02001835",52.566383,-1.825857,"GP"
"3810","B78 1DU","Midlands","E02006468",52.620101,-1.612629,"GP"
"3910","B79 9AA","Midlands","E02006153",52.651001,-1.703972,"GP"
"4010","B8 3SN","Midlands","E02001877",52.488316,-1.849065,"GP"
"4110","B80 7HJ","Midlands","E02006506",52.272766,-1.896444,"GP"
"4210","B9 5PU","Midlands","E02001889",52.475708,-1.839082,"GP"
"4310","B90 4EH","Midlands","E02002104",52.391349,-1.784842,"GP"
"4410","B92 7SA","Midlands","E02002090",52.447598,-1.799164,"GP"
"4510","B98 0NR","Midlands","E02006725",52.303331,-1.89454,"GP"
"4610","BA1 7NP","South West","E02002994",51.40604,-2.317373,"GP"
"4710","BA12 9AA","South West","E02006694",51.206366,-2.178522,"GP"
"4810","BA13 3FQ","South West","E02006691",51.253113,-2.202575,"GP"
"4910","BA14 9EN","South West","E02006684",51.317244,-2.221296,"GP"
"5010","BA2 2QL","South West","E02003003",51.364109,-2.391973,"GP"
"5110","BA2 3HT","South West","E02002996",51.376363,-2.373933,"GP"
"5210","BA20 1QN","South West","E02006089",50.9375,-2.6304,"GP"
"5310","BA22 7LH","South West","E02006080",51.04562,-2.55187,"GP"
"5410","BA4 5BT","South West","E02006052",51.187049,-2.547333,"GP"
"5510","BB11 2DL","North West","E02005178",53.791338,-2.23913,"GP"
"5610","BB2 1AX","North West","E02002619",53.750518,-2.487023,"GP"
"5710","BB3 1PY","North West","E02002630",53.695716,-2.471442,"GP"
"5810","BB4 7PL","North West","E02005281",53.70081,-2.280663,"GP"
"5910","BB5 1RT","North West","E02005217",53.752336,-2.384874,"GP"
"6010","BB7 2JG","North West","E02005271",53.873953,-2.3932,"GP"
"6110","BB8 0JZ","North West","E02005246",53.856363,-2.16569,"GP"
"6210","BB9 7SR","North West","E02005250",53.837988,-2.218759,"GP"
"6310","BD12 0TH","North East and Yorkshire","E02002241",53.753849,-1.769897,"GP"
"6410","BD18 3EG","North East and Yorkshire","E02002202",53.832704,-1.781378,"GP"
"6510","BD19 5AP","North East and Yorkshire","E02002275",53.722205,-1.713164,"GP"
"6610","BD20 0DG","North East and Yorkshire","E02002186",53.911776,-1.944141,"GP"
"6710","BD24 9JA","North East and Yorkshire","E02005744",54.070533,-2.276903,"GP"
"6810","BD3 8QH","North East and Yorkshire","E02002224",53.797922,-1.721849,"GP"
"6910","BD5 8EL","North East and Yorkshire","E02002235",53.775182,-1.753878,"GP"
"7010","BD7 3JX","North East and Yorkshire","E02002233",53.780895,-1.779825,"GP"
"7110","BD8 9DW","North East and Yorkshire","E02002223",53.803532,-1.777946,"GP"
"7210","BH10 4BX","South West","E02003178",50.748887,-1.908934,"GP"
"7310","BH12 4AY","South West","E02003202",50.739771,-1.913033,"GP"
"7410","BH15 4AF","South West","E02003209",50.711064,-1.994438,"GP"
"7510","BH20 4QQ","South West","E02004265",50.687003,-2.116704,"GP"
"7610","BH21 3AP","South West","E02003194",50.776794,-1.943103,"GP"
"7710","BH23 3AF","South West","E02004240",50.736436,-1.759458,"GP"
"7810","BH24 2RR","South West","E02004246",50.81726,-1.856578,"GP"
"7910","BH25 6EN","South East","E02004799",50.75478,-1.654943,"GP"
"8010","BH4 9HJ","South West","E02006883",50.723541,-1.903444,"GP"
"8110","BH6 3DB","South West","E02003189",50.722845,-1.806546,"GP"
"8210","BH6 5AJ","South West","E02003189",50.728155,-1.814841,"GP"
"8310","BH8 9PU","South West","E02003181",50.747687,-1.858548,"GP"
"8410","BL0 9AJ","North West","E02001019",53.649222,-2.318247,"GP"
"8510","BL1 2AL","North West","E02000999",53.581164,-2.430216,"GP"
"8610","BL1 4JP","North West","E02000998",53.588166,-2.451813,"GP"
"8710","BL2 2LW","North West","E02001000",53.589139,-2.409056,"GP"
"8810","BL5 3UB","North West","E02001011",53.550456,-2.508554,"GP"
"8910","BL6 5NW","North West","E02000990",53.594787,-2.545363,"GP"
"9010","BL9 0SW","North West","E02001029",53.590171,-2.299991,"GP"
"9110","BN12 6FA","South East","E02006627",50.818563,-0.410951,"GP"
"9210","BN13 2RX","South East","E02006623",50.830417,-0.413175,"GP"
"9310","BN14 9HS","South East","E02006624",50.833279,-0.373914,"GP"
"9410","BN15 8AJ","South East","E02006541",50.823815,-0.323681,"GP"
"9510","BN16 4FU","South East","E02006546",50.82484,-0.481134,"GP"
"9610","BN2 9XZ","South East","E02003515",50.82907,-0.112897,"GP"
"9710","BN21 3NW","South East","E02004365",50.769201,0.285368,"GP"
"9810","BN22 7PG","South East","E02006857",50.781498,0.302805,"GP"
"9910","BN23 6JH","South East","E02006858",50.794703,0.323193,"GP"
"10010","BN43 6BT","South East","E02006535",50.840955,-0.260244,"GP"
"10110","BN5 9JQ","South East","E02006601",50.936107,-0.275597,"GP"
"10210","BN7 2RD","South East","E02004381",50.874836,0.018818,"GP"
"10310","BR1 4HB","London","E02000134",51.415222,0.008653,"GP"
"10410","BR1 5EP","London","E02006783",51.427072,0.009834,"GP"
"10510","BR6 0FE","London","E02000154",51.375411,0.101068,"GP"
"10610","BR8 7AQ","South East","E02005088",51.398872,0.169586,"GP"
"10710","BS11 9SB","South West","E02003019",51.489136,-2.676768,"GP"
"10810","BS14 8PT","South West","E02003060",51.411563,-2.544144,"GP"
"10910","BS15 1WW","South West","E02003032",51.468188,-2.517292,"GP"
"11010","BS15 4EJ","South West","E02003116",51.462958,-2.500132,"GP"
"11110","BS16 3TD","South West","E02003024",51.479737,-2.526566,"GP"
"11210","BS16 5SG","South West","E02003111",51.4851,-2.505257,"GP"
"11310","BS20 6AQ","South West","E02003065",51.482833,-2.767315,"GP"
"11410","BS22 7YZ","South West","E02003079",51.370407,-2.908301,"GP"
"11510","BS27 3RP","South West","E02006061",51.267574,-2.769127,"GP"
"11610","BS3 5JL","South West","E02003051",51.434196,-2.590462,"GP"
"11710","BS34 6BQ","South West","E02003104",51.52942,-2.554876,"GP"
"11810","BS35 1DP","South West","E02003090",51.612887,-2.517709,"GP"
"11910","BS37 4AX","South West","E02003095",51.540503,-2.414209,"GP"
"12010","BS39 7SF","South West","E02003007",51.300545,-2.492742,"GP"
"12110","BS4 1WH","South West","E02003056",51.428754,-2.59626,"GP"
"12210","BS40 5EL","South West","E02003088",51.341573,-2.784822,"GP"
"12310","BS48 1BZ","South West","E02003073",51.433115,-2.755246,"GP"
"12410","BS5 6SA","South West","E02006890",51.470242,-2.563371,"GP"
"12510","BS7 0UE","South West","E02003015",51.49758,-2.582825,"GP"
"12610","BS7 9RR","South West","E02003016",51.489997,-2.576275,"GP"
"12710","BS8 3EU","South West","E02003041",51.464335,-2.618518,"GP"
"12810","CA1 1BP","North East and Yorkshire","E02003992",54.894889,-2.931122,"GP"
"12910","CA11 8HX","North East and Yorkshire","E02004010",54.656993,-2.743275,"GP"
"13010","CA13 9HT","North East and Yorkshire","E02003971",54.666807,-3.358595,"GP"
"13110","CA14 2ED","North East and Yorkshire","E02003972",54.645,-3.549927,"GP"
"13210","CA15 8EL","North East and Yorkshire","E02003969",54.706431,-3.494531,"GP"
"13310","CA28 7QE","North East and Yorkshire","E02004001",54.544711,-3.586595,"GP"
"13410","CA3 9JZ","North East and Yorkshire","E02003989",54.910147,-2.943064,"GP"
"13510","CA7 9DD","North East and Yorkshire","E02003965",54.830432,-3.171324,"GP"
"13610","CA8 1BX","North East and Yorkshire","E02003988",54.944239,-2.735124,"GP"
"13710","CB1 8BA","East of England","E02003728",52.186,0.156644,"GP"
"13810","CB11 3EG","East of England","E02004592",52.015441,0.251598,"GP"
"13910","CB2 9FN","East of England","E02003730",52.173,0.123,"GP"
"14010","CB22 3HU","East of England","E02003789",52.11522,0.169073,"GP"
"14110","CB24 5NW","East of England","E02003775",52.314928,0.011289,"GP"
"14210","CB24 6BL","East of England","E02003781",52.241853,0.162339,"GP"
"14310","CB3 0DB","East of England","E02003723",52.214034,0.11009,"GP"
"14410","CB5 8SP","East of England","E02003724",52.213872,0.16722,"GP"
"14510","CB6 1DN","East of England","E02003734",52.41328,0.274973,"GP"
"1467","CB7 5JD","East of England","E02003737",52.335199,0.341936,"GP"
"1471","CB9 8LU","East of England","E02006286",52.076469,0.427017,"GP"
"1481","CH1 2NR","North West","E02003803",53.191,-2.897,"GP"
"1491","CH2 1HD","North West","E02003796",53.213791,-2.884287,"GP"
"1501","CH41 8DB","North West","E02001476",53.39814,-3.046338,"GP"
"1511","CH42 0LQ","North West","E02001487",53.380029,-3.026531,"GP"
"1521","CH44 5UF","North West","E02001473",53.416095,-3.045847,"GP"
"1531","CH46 8SA","North West","E02001475",53.403218,-3.112044,"GP"
"1541","CH49 8EU","North West","E02001491",53.379288,-3.082842,"GP"
"1551","CH63 7LF","North West","E02001498",53.359019,-3.006732,"GP"
"1561","CH64 3RA","North West","E02003841",53.291801,-3.06435,"GP"
"1571","CH65 0AZ","North West","E02003849",53.277257,-2.903251,"GP"
"1581","CM1 1TR","East of England","E02004494",51.740881,0.472887,"GP"
"1591","CM1 2DY","East of England","E02004490",51.749302,0.451804,"GP"
"1601","CM12 0NX","East of England","E02004424",51.638124,0.421752,"GP"
"1611","CM15 9NN","East of England","E02004469",51.634934,0.299538,"GP"
"1621","CM16 6TN","East of England","E02004531",51.704294,0.12393,"GP"
"1631","CM18 6YJ","East of England","E02004550",51.755218,0.090342,"GP"
"1641","CM21 9AQ","East of England","E02004888",51.812545,0.147746,"GP"
"1651","CM24 8XG","East of England","E02004595",51.902746,0.19512,"GP"
"1661","CM3 4QL","East of England","E02004500",51.716637,0.587566,"GP"
"1671","CM3 5QP","East of England","E02004503",51.653,0.605,"GP"
"1681","CM7 2QU","East of England","E02004454",51.879585,0.54113,"GP"
"1691","CM77 7GS","East of England","E02004458",51.856916,0.523441,"GP"
"1701","CM8 1BH","East of England","E02004462",51.797,0.638,"GP"
"1711","CM9 5DL","East of England","E02004558",51.728842,0.680588,"GP"
"1721","CO1 2QS","East of England","E02004512",51.890028,0.909325,"GP"
"1731","CO10 0DH","East of England","E02006234",52.032225,0.75179,"GP"
"1741","CO10 9SA","East of England","E02006227",52.105828,0.792639,"GP"
"1751","CO12 4EX","East of England","E02004574",51.933371,1.260693,"GP"
"1761","CO15 1JP","East of England","E02004588",51.787832,1.149977,"GP"
"1771","CO15 3PP","East of England","E02004588",51.791432,1.151229,"GP"
"1781","CO2 7GH","East of England","E02004518",51.881819,0.892518,"GP"
"1791","CO2 7UW","East of England","E02004518",51.877487,0.898565,"GP"
"1801","CO4 5LE","East of England","E02004509",51.912434,0.896057,"GP"
"1811","CO6 2SW","East of England","E02004451",51.926615,0.69521,"GP"
"1821","CO7 0DT","East of England","E02004583",51.81,1.022,"GP"
"1831","CO7 6RT","East of England","E02006236",51.977178,1.026191,"GP"
"1841","CR0 4YD","London","E02000209",51.381812,-0.12758,"GP"
"1851","CR0 6AH","London","E02000215",51.378871,-0.075379,"GP"
"1861","CR0 8EH","London","E02000218",51.377663,-0.027048,"GP"
"1871","CR3 5PG","South East","E02006432",51.286077,-0.093043,"GP"
"1881","CR4 4LD","London","E02000710",51.398469,-0.164105,"GP"
"1891","CR5 1EH","London","E02000237",51.306024,-0.118787,"GP"
"1901","CR8 2YL","London","E02000230",51.340739,-0.114466,"GP"
"1911","CR9 1PJ","London","E02000220",51.370492,-0.099135,"GP"
"1921","CT1 1ZN","South East","E02005020",51.29548,1.10169,"GP"
"1931","CT11 8AD","South East","E02005143",51.338738,1.427224,"GP"
"1941","CT12 5ZW","South East","E02005142",51.355392,1.390038,"GP"
"1951","CT16 1RH","South East","E02005052",51.129187,1.311347,"GP"
"1961","CT16 3LT","South East","E02005050",51.159149,1.289075,"GP"
"1971","CT20 1DN","South East","E02006879",51.078857,1.178374,"GP"
"1981","CT21 6BD","South East","E02005111",51.069103,1.082496,"GP"
"1991","CT4 5BL","South East","E02005027",51.24598,1.128782,"GP"
"2001","CT5 3SE","South East","E02005018",51.340997,1.013013,"GP"
"2011","CT6 6EB","South East","E02005011",51.367875,1.14288,"GP"
"2021","CV1 3HQ","Midlands","E02001987",52.407854,-1.527656,"GP"
"2031","CV1 4FS","Midlands","E02001972",52.413,-1.508,"GP"
"2041","CV12 8NF","Midlands","E02006487",52.478926,-1.471814,"GP"
"2051","CV21 2AW","Midlands","E02006494",52.379535,-1.25938,"GP"
"2061","CV3 1HB","Midlands","E02001984",52.406329,-1.475032,"GP"
"2071","CV3 5PZ","Midlands","E02001994",52.391415,-1.503924,"GP"
"2081","CV31 1PT","Midlands","E02006528",52.281075,-1.514698,"GP"
"2091","CV32 5AH","Midlands","E02006527",52.288494,-1.542076,"GP"
"2101","CV37 6NX","Midlands","E02006512",52.195272,-1.713385,"GP"
"2111","CV37 7SX","Midlands","E02006517",52.136512,-1.607177,"GP"
"2121","CV47 1PF","Midlands","E02006507",52.252101,-1.385783,"GP"
"2131","CV5 7FF","Midlands","E02001982",52.413484,-1.591182,"GP"
"2141","CV6 2FL","Midlands","E02001963",52.438074,-1.531084,"GP"
"2151","CV6 4HN","Midlands","E02001959",52.448836,-1.511371,"GP"
"2161","CV6 6DR","Midlands","E02001958",52.449932,-1.48555,"GP"
"2171","CV7 7RW","Midlands","E02002105",52.394956,-1.64379,"GP"
"2181","CV8 2LH","Midlands","E02006523",52.338973,-1.518967,"GP"
"2191","CW1 3AW","North West","E02003827",53.098813,-2.45397,"GP"
"2201","CW1 5DU","North West","E02003829",53.09289,-2.42201,"GP"
"2211","CW10 9AS","North West","E02003813",53.189868,-2.442794,"GP"
"2221","CW5 5NX","North West","E02003836",53.068155,-2.518567,"GP"
"2231","CW7 1AT","North West","E02003888",53.190881,-2.531257,"GP"
"2241","CW9 8UW","North West","E02003883",53.243122,-2.519556,"GP"
"2251","DA1 1RT","South East","E02005035",51.436724,0.230847,"GP"
"2261","DA1 2HA","South East","E02005030",51.445854,0.207028,"GP"
"2271","DA10 0BF","South East","E02005031",51.442093,0.312084,"GP"
"2281","DA11 8BZ","South East","E02005060",51.435151,0.343258,"GP"
"2291","DA12 2EN","South East","E02005056",51.44393,0.37,"GP"
"2301","DA13 0AH","South East","E02005066",51.368908,0.359744,"GP"
"2311","DA14 6LT","London","E02000091",51.419041,0.101687,"GP"
"2321","DA16 3RD","London","E02006785",51.464555,0.09602,"GP"
"2331","DA6 7AT","London","E02000081",51.455555,0.15356,"GP"
"2341","DA7 6HZ","London","E02000075",51.465721,0.15234,"GP"
"2351","DE1 2SA","Midlands","E02002813",52.914822,-1.463882,"GP"
"2361","DE11 0HU","Midlands","E02004125",52.785127,-1.573966,"GP"
"2371","DE11 8LH","Midlands","E02004126",52.774854,-1.549891,"GP"
"2381","DE12 7HR","Midlands","E02005408",52.704797,-1.509244,"GP"
"2391","DE13 0AR","Midlands","E02006138",52.821461,-1.627002,"GP"
"2401","DE4 2EU","Midlands","E02004071",53.160898,-1.587022,"GP"
"2411","DE45 1AD","Midlands","E02004070",53.218736,-1.6724,"GP"
"2421","DE5 3TH","Midlands","E02004036",53.042197,-1.402777,"GP"
"2431","DE56 1WH","Midlands","E02004038",53.018944,-1.485847,"GP"
"2441","DE6 1DR","Midlands","E02004076",53.012816,-1.737619,"GP"
"2451","DE7 5PR","Midlands","E02004080",52.966496,-1.304778,"GP"
"2461","DH1 3JX","North East and Yorkshire","E02004314",54.773704,-1.565115,"GP"
"2471","DH2 2NH","North East and Yorkshire","E02004293",54.858342,-1.608384,"GP"
"2481","DH3 2QT","North East and Yorkshire","E02001707",54.891916,-1.576409,"GP"
"2491","DH4 5HB","North East and Yorkshire","E02001823",54.845836,-1.477662,"GP"
"2501","DH6 5AT","North East and Yorkshire","E02004318",54.733884,-1.524496,"GP"
"2511","DH7 8SJ","North East and Yorkshire","E02004317",54.7545,-1.635862,"GP"
"2521","DH8 0NB","North East and Yorkshire","E02004298",54.869071,-1.842798,"GP"
"2531","DH9 8AD","North East and Yorkshire","E02004299",54.869938,-1.701373,"GP"
"2541","DL12 8HT","North East and Yorkshire","E02004347",54.545708,-1.916151,"GP"
"2551","DL14 6RP","North East and Yorkshire","E02004355",54.648084,-1.678996,"GP"
"2561","DL15 9HU","North East and Yorkshire","E02004350",54.716922,-1.747282,"GP"
"2571","DL16 6BQ","North East and Yorkshire","E02004337",54.699587,-1.60335,"GP"
"2581","DL3 7DR","North East and Yorkshire","E02002566",54.526302,-1.56013,"GP"
"2591","DL5 4SE","North East and Yorkshire","E02004342",54.629728,-1.580222,"GP"
"2601","DL6 1DD","North East and Yorkshire","E02005753",54.335966,-1.430253,"GP"
"2611","DL8 5SG","North East and Yorkshire","E02005787",54.306738,-1.815376,"GP"
"2621","DN1 2BF","North East and Yorkshire","E02001557",53.524844,-1.122384,"GP"
"2631","DN14 6RU","North East and Yorkshire","E02002720",53.714799,-0.875479,"GP"
"2641","DN15 6HX","North East and Yorkshire","E02002756",53.592352,-0.6524,"GP"
"2651","DN18 5ER","North East and Yorkshire","E02002749",53.684262,-0.43949,"GP"
"2661","DN20 8AS","North East and Yorkshire","E02002759",53.55362,-0.491867,"GP"
"2671","DN21 2TJ","Midlands","E02005495",53.411884,-0.784791,"GP"
"2681","DN22 7XF","North East and Yorkshire","E02005839",53.325488,-0.950634,"GP"
"2691","DN32 7DL","North East and Yorkshire","E02002727",53.572249,-0.068703,"GP"
"2701","DN33 3JF","North East and Yorkshire","E02002746",53.536399,-0.094601,"GP"
"2711","DN34 4GB","North East and Yorkshire","E02002734",53.564436,-0.112579,"GP"
"2721","DN35 8EB","North East and Yorkshire","E02002743",53.557,-0.037731,"GP"
"2731","DN4 5PJ","North East and Yorkshire","E02001557",53.506682,-1.112204,"GP"
"2741","DN40 1JW","North East and Yorkshire","E02002726",53.618783,-0.205351,"GP"
"2751","DN6 0HZ","North East and Yorkshire","E02001540",53.615477,-1.148864,"GP"
"2761","DN7 5AB","North East and Yorkshire","E02001542",53.598561,-1.034106,"GP"
"2771","DN9 1AW","North East and Yorkshire","E02002771",53.492093,-0.782454,"GP"
"2781","DT1 1QR","South West","E02004277",50.710823,-2.438262,"GP"
"2791","DT10 1QU","South West","E02004258",50.928178,-2.303848,"GP"
"2801","DT11 7BH","South West","E02004261",50.858999,-2.165284,"GP"
"2811","DT4 7TB","South West","E02004284",50.621053,-2.451054,"GP"
"2821","DT6 5BN","South West","E02004276",50.734224,-2.767979,"GP"
"2831","DT9 3AA","South West","E02004269",50.948512,-2.514091,"GP"
"2841","DY10 2BG","Midlands","E02006770",52.389003,-2.24665,"GP"
"2851","DY11 6SF","Midlands","E02006774",52.384212,-2.26111,"GP"
"2861","DY13 8EH","Midlands","E02006779",52.343857,-2.277621,"GP"
"2871","DY2 9PU","Midlands","E02002017",52.487973,-2.079024,"GP"
"2881","DY3 3QY","Midlands","E02002002",52.548086,-2.1311,"GP"
"2891","DY6 9HS","Midlands","E02002013",52.498673,-2.169886,"GP"
"2901","DY8 3SS","Midlands","E02002034",52.461,-2.157,"GP"
"2911","DY8 4JB","Midlands","E02002030",52.4651,-2.1491,"GP"
"2921","E11 4LA","London","E02000921",51.560379,0.003588,"GP"
"2931","E12 6SU","London","E02000723",51.541524,0.04872,"GP"
"2941","E13 0AS","London","E02000739",51.527915,0.026685,"GP"
"2951","E14 0EY","London","E02000891",51.510476,-0.012625,"GP"
"2961","E14 8JH","London","E02006854",51.500806,-0.025725,"GP"
"2971","E16 4QH","London","E02000747",51.519781,0.010699,"GP"
"2981","E17 3LA","London","E02000907",51.587748,-0.003018,"GP"
"2991","E17 7JN","London","E02000911",51.584476,-0.021061,"GP"
"3001","E1W 3DE","London","E02000885",51.511459,-0.048683,"GP"
"3011","E2 0PG","London","E02000870",51.528432,-0.048938,"GP"
"3021","E20 1AS","London","E02000726",51.548199,-0.005575,"GP"
"3031","E4 8JL","London","E02000899",51.615989,-0.017076,"GP"
"3041","E7 0QH","London","E02000721",51.548588,0.025152,"GP"
"3051","E7 8BU","London","E02000721",51.545784,0.03022,"GP"
"3061","E8 3RU","London","E02000367",51.537373,-0.058765,"GP"
"3071","EN1 3LL","London","E02000285",51.662594,-0.076772,"GP"
"3081","EN5 2ED","London","E02000024",51.648827,-0.194727,"GP"
"3091","EN7 6HL","East of England","E02004851",51.713795,-0.055287,"GP"
"3101","EN8 8NW","East of England","E02004854",51.700097,-0.035832,"GP"
"3111","EN8 9XQ","East of England","E02004853",51.703479,-0.047741,"GP"
"3121","EX1 1SB","South West","E02004157",50.723751,-3.522717,"GP"
"3131","EX10 9YA","South West","E02004139",50.6995,-3.247731,"GP"
